id,diva_field,file_name,year,month,day,mode,sample_type,sample_id,en_field,chem_field,plant_field,species_code,tune_page,project_name,ms_method,uplc_method,ms_mode,asoc_blank,asoc_rti,rti_pass,notes,all_inga,chemocoding,raw_check,mzxml,updated,error message
2950,DN2718-P,DN2718-P,2017,Mar,7,NEG,Sample,EN2718,2718,cLEG627,,IngU,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_201,RN18_460,,,,,raw file exists,mzXML exists,2017-03-13 11:05:20+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2718""}"
2951,DN2719-P,DN2719-P,2017,Mar,7,NEG,Sample,EN2719,2719,cLA176,,LA10,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_201,RN18_460,,,,,raw file exists,mzXML exists,2017-03-13 11:07:52+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2719""}"
2952,DN2720-P,DN2720-P,2017,Mar,7,NEG,Sample,EN2720,2720,cT990,,T50,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_201,RN18_460,,,,,raw file exists,mzXML exists,2017-03-13 11:10:16+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2720""}"
2953,DN2721-P,DN2721-P,2017,Mar,7,NEG,Sample,EN2721,2721,cLA1869,,LA10,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_201,RN18_460,,,,,raw file exists,mzXML exists,2017-03-13 11:12:37+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2721""}"
2954,DN2722-P,DN2722-P,2017,Mar,7,NEG,Sample,EN2722,2722,cLA940,,LA10,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_201,RN18_460,,,,,raw file exists,mzXML exists,2017-03-13 11:15:01+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2722""}"
2956,DN2724-P,DN2724-P,2017,Mar,7,NEG,Sample,EN2724,2724,cLA175,,LA10,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_201,RN18_460,,,,,raw file exists,mzXML exists,2017-03-13 11:17:27+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2724""}"
3026,DN2154_MSMS,DN2154_MSMS,2017,Mar,28,NEG,Sample,EN2154,2154,cT839,1571.0,T75,YCA318 2016_PM_O,2017_Tiputini_DDA.PRO,T75_2154_MSMS,2016_11_07_45min_150mm,0,,,,,,,raw file exists,mzXML exists,2017-04-08 10:47:57+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2154""}"
3027,DN2171_MSMS,DN2171_MSMS,2017,Mar,28,NEG,Sample,EN2171,2171,cT630,1338.0,T76,YCA318 2016_PM_O,2017_Tiputini_DDA.PRO,T76_2171_undiluted_MSMS,2016_11_07_45min_150mm,0,,,,,,,raw file exists,mzXML exists,2017-04-08 10:48:22+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2171""}"
3028,DN2191_MSMS,DN2191_MSMS,2017,Mar,28,NEG,Sample,EN2191,2191,cT1098,1848.0,T76,YCA318 2016_PM_O,2017_Tiputini_DDA.PRO,T76_2191_undiluted_MSMS,2016_11_07_45min_150mm,0,,,,,,,raw file exists,mzXML exists,2017-04-08 10:48:48+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2191""}"
3034,DN2172_MSMS,DN2172_MSMS,2017,Mar,28,NEG,Sample,EN2172,2172,cT30,332.0,T60,YCA318 2016_PM_O,2017_Tiputini_DDA.PRO,T60_2172_MSMS,2016_11_07_45min_150mm,0,,,,,,,raw file exists,mzXML exists,2017-04-08 10:51:21+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2172""}"
3076,DN2145_MSMS,DN2145_MSMS,2017,Apr,3,NEG,Sample,EN2145,2145,cT473,1061.0,T75,YCA318 2016_PM_O,2017_Tiputini_DDA.PRO,T75_2145_MSMS,2016_11_07_45min_150mm,0,,RN_DDA_058,,,,,raw file exists,mzXML exists,2017-04-08 11:14:33+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2145""}"
3077,DN2163_MSMS,DN2163_MSMS,2017,Apr,3,NEG,Sample,EN2163,2163,cT460,1037.0,T76,YCA318 2016_PM_O,2017_Tiputini_DDA.PRO,T76_2163_undiluted_MSMS,2016_11_07_45min_150mm,0,,RN_DDA_058,,,,,raw file exists,mzXML exists,2017-04-08 11:14:59+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2163""}"
3078,DN2169_MSMS,DN2169_MSMS,2017,Apr,3,NEG,Sample,EN2169,2169,cT199,729.0,T75,YCA318 2016_PM_O,2017_Tiputini_DDA.PRO,T75_2169_MSMS,2016_11_07_45min_150mm,0,,RN_DDA_058,,,,,raw file exists,mzXML exists,2017-04-08 11:15:24+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2169""}"
3079,DN2190_MSMS,DN2190_MSMS,2017,Apr,3,NEG,Sample,EN2190,2190,ct1168,1980.0,T76,YCA318 2016_PM_O,2017_Tiputini_DDA.PRO,T76_2190_undiluted_MSMS,2016_11_07_45min_150mm,0,,RN_DDA_058,,,,,raw file exists,mzXML exists,2017-04-08 11:15:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2190""}"
3080,DN2210_MSMS,DN2210_MSMS,2017,Apr,3,NEG,Sample,EN2210,2210,cT1086,1839.0,T76,YCA318 2016_PM_O,2017_Tiputini_DDA.PRO,T76_2210_undiluted_MSMS,2016_11_07_45min_150mm,0,,RN_DDA_058,,,,,raw file exists,mzXML exists,2017-04-08 11:16:17+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2210""}"
3149,DN2741-3,DN2741-3,2017,Apr,18,NEG,Sample,EN2741,2741,cT371,934.0,T50,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_468,,,,,raw file exists,mzXML exists,2017-04-20 13:24:23+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2741""}"
3150,DN2742-3,DN2742-3,2017,Apr,18,NEG,Sample,EN2742,2742,cT345,908.0,T73,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_468,,,,,raw file exists,mzXML exists,2017-04-20 13:26:20+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2742""}"
3151,DN2743-3,DN2743-3,2017,Apr,18,NEG,Sample,EN2743,2743,cT916,1680.0,T50,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_468,,,,,raw file exists,mzXML exists,2017-04-20 13:28:27+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2743""}"
3152,DN2744-3,DN2744-3,2017,Apr,18,NEG,Sample,EN2744,2744,cT767,1510.0,T73,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_468,,,,,raw file exists,mzXML exists,2017-04-20 13:30:25+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2744""}"
3153,DN2745-3,DN2745-3,2017,Apr,18,NEG,Sample,EN2745,2745,cFG880,1030.0,N67,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_468,,,,,raw file exists,mzXML exists,2017-04-20 13:32:24+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2745""}"
3154,DN2746-3,DN2746-3,2017,Apr,18,NEG,Sample,EN2746,2746,cFG871,1013.0,N67,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_468,,,,,raw file exists,mzXML exists,2017-04-20 13:34:21+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2746""}"
3156,DN2748-3,DN2748-3,2017,Apr,18,NEG,Sample,EN2748,2748,cFG801,820.0,N65,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_468,,,,,raw file exists,mzXML exists,2017-04-20 13:36:24+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2748""}"
3157,DN2749-3,DN2749-3,2017,Apr,18,NEG,Sample,EN2749,2749,cFG881,1019.0,N67,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_468,,,,,raw file exists,mzXML exists,2017-04-20 13:38:33+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2749""}"
3158,DN2750-3,DN2750-3,2017,Apr,18,NEG,Sample,EN2750,2750,cFG391,3530.0,N67,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_468,,,,,raw file exists,mzXML exists,2017-04-20 13:40:35+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2750""}"
3159,DN2751-3,DN2751-3,2017,Apr,18,NEG,Sample,EN2751,2751,cFG39,3529.0,N65,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_468,,,,,raw file exists,mzXML exists,2017-04-20 13:42:37+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2751""}"
3160,DN2752-3,DN2752-3,2017,Apr,18,NEG,Sample,EN2752,2752,cFG1067,11175.0,N65,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_468,,,,,raw file exists,mzXML exists,2017-04-20 13:44:38+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2752""}"
3161,DN2753-3,DN2753-3,2017,Apr,18,NEG,Sample,EN2753,2753,cFG300,3456.0,N65,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_468,,,,,raw file exists,mzXML exists,2017-04-20 13:46:34+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2753""}"
3170,DN2741-P,DN2741-P,2017,Apr,18,NEG,Sample,EN2741,2741,cT371,934.0,T50,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_469,,,,,raw file exists,mzXML exists,2017-04-20 13:50:02+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2741""}"
3171,DN2742-P,DN2742-P,2017,Apr,18,NEG,Sample,EN2742,2742,cT345,908.0,T73,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_469,,,,,raw file exists,mzXML exists,2017-04-20 13:51:48+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2742""}"
3172,DN2743-P,DN2743-P,2017,Apr,18,NEG,Sample,EN2743,2743,cT916,1680.0,T50,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_469,,,,,raw file exists,mzXML exists,2017-04-20 13:53:46+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2743""}"
3173,DN2744-P,DN2744-P,2017,Apr,18,NEG,Sample,EN2744,2744,cT767,1510.0,T73,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_469,,,,,raw file exists,mzXML exists,2017-04-20 13:55:23+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2744""}"
3174,DN2745-P,DN2745-P,2017,Apr,18,NEG,Sample,EN2745,2745,cFG880,1030.0,N67,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_469,,,,,raw file exists,mzXML exists,2017-04-20 13:57:05+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2745""}"
3175,DN2746-P,DN2746-P,2017,Apr,18,NEG,Sample,EN2746,2746,cFG871,1013.0,N67,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_469,,,,,raw file exists,mzXML exists,2017-04-20 13:58:52+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2746""}"
3178,DN2748-P,DN2748-P,2017,Apr,18,NEG,Sample,EN2748,2748,cFG801,820.0,N65,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_470,,,,,raw file exists,mzXML exists,2017-04-20 14:02:02+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2748""}"
3179,DN2749-P,DN2749-P,2017,Apr,18,NEG,Sample,EN2749,2749,cFG881,1019.0,N67,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_470,,,,,raw file exists,mzXML exists,2017-04-20 14:03:43+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2749""}"
3180,DN2750-P,DN2750-P,2017,Apr,18,NEG,Sample,EN2750,2750,cFG391,3530.0,N67,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_470,,,,,raw file exists,mzXML exists,2017-04-20 14:05:17+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2750""}"
3181,DN2751-P,DN2751-P,2017,Apr,18,NEG,Sample,EN2751,2751,cFG39,3529.0,N65,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_470,,,,,raw file exists,mzXML exists,2017-04-20 14:07:00+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2751""}"
3182,DN2752-P,DN2752-P,2017,Apr,18,NEG,Sample,EN2752,2752,cFG1067,11175.0,N65,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_470,,,,,raw file exists,mzXML exists,2017-04-20 14:08:39+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2752""}"
3183,DN2753-P,DN2753-P,2017,Apr,18,NEG,Sample,EN5753,5753,cFG300,3456.0,N65,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_470,,,,,raw file exists,mzXML exists,2017-04-20 14:10:16+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""5753""}"
3216,DN2661-3_RD,DN2661-3_RD,2017,Apr,18,NEG,Sample,EN2661,2661,cLEG626,3976.0,IngU,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_469,,,,,raw file exists,mzXML exists,2017-04-21 11:27:52+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2661""}"
3217,DN2717-3_RD,DN2717-3_RD,2017,Apr,18,NEG,Sample,EN2717,2717,cLEG864,10257.0,IngU,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_469,,,,,raw file exists,mzXML exists,2017-04-21 11:30:17+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2717""}"
3218,DN2718-3_RD,DN2718-3_RD,2017,Apr,18,NEG,Sample,EN2718,2718,cLEG627,3977.0,IngU,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_469,,,,,raw file exists,mzXML exists,2017-04-21 11:32:20+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2718""}"
3219,DN2719-3_RD,DN2719-3_RD,2017,Apr,18,NEG,Sample,EN2719,2719,cLA176,2471.0,LA10,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_469,,,,,raw file exists,mzXML exists,2017-04-21 11:34:48+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2719""}"
3220,DN2720-3_RD,DN2720-3_RD,2017,Apr,18,NEG,Sample,EN2720,2720,cT990,1747.0,T50,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_469,,,,,raw file exists,mzXML exists,2017-04-21 11:36:49+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2720""}"
3221,DN2722-3_RD,DN2722-3_RD,2017,Apr,18,NEG,Sample,EN2722,2722,cLA940,3215.0,LA10,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_469,,,,,raw file exists,mzXML exists,2017-04-21 11:38:57+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2722""}"
3222,DN2741-3_2x_Dilution,DN2741-3_2x_Dilution,2017,Apr,18,NEG,Sample,EN2741,2741,cT371,934.0,T50,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_469,,,,,raw file exists,mzXML exists,2017-04-21 11:40:57+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2741""}"
3233,DN2723-3,DN2723-3,2017,Mar,7,NEG,Sample,EN2723,2723,cLA375,,LA10,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_201,RN18_459,,,,,raw file exists,mzXML exists,2017-04-21 11:47:27+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2723""}"
3239,DN2747-P,DN2747-P,2017,Apr,18,NEG,Sample,EN2747,2747,cFG836,880.0,N37,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_470,,,,,raw file exists,mzXML exists,2017-04-21 11:49:22+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2747""}"
3241,DN2723-P,DN2723-P,2017,Mar,7,NEG,Sample,EN2723,2723,cLA375,,LA10,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_201,RN18_460,,,,,raw file exists,mzXML exists,2017-04-21 11:51:48+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2723""}"
3245,DN2747-3,DN2747-3,2017,Apr,18,NEG,Sample,EN2747,2747,cFG836,880.0,N37,yca318 2016_pm_o,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_202,RN18_468,,,,,raw file exists,mzXML exists,2017-04-21 11:54:01+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2747""}"
