id,collectors,site,year,month,species_code,plant_field,lh_field,location,day1,hour1,area1,day2,hour2,age2,area2,day3,hour3,age3,area3,day4,hour4,age4,area4,day5,hour5,age5,area5,final,age1percent,dt2,age2percent,dt3,age3percent,dt4,age4percent,dt5,age5percent,x_dt_d_field,x_exp_percent,spp,notes2,updated,error message
1610,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,1,12,3,4,13,3,5,6,14,2,7,,,-7,,,,,,11,0,3,0,4,1,,0,,,3,22,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
1611,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,1,12,3,4,13,3,6,6,14,2,9,,,-7,,,,,,12,0,3,1,4,1,,0,,,3,22,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
1612,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,1,12,0,4,13,3,0,,,-5,,,,0,,,,,,1,0,2,1,,0,,0,,,2,36,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1613,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,1,12,0,4,13,3,0,,,-5,,,,0,,,,,,0,0,2,1,,0,,0,,,2,43,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1614,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,1,12,0,4,13,3,0,,,-5,,,,0,,,,,,0,0,2,1,,0,,0,,,2,50,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1615,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,1,12,0,4,13,3,0,,,-5,,,,0,,,,,,1,0,2,0,,0,,0,,,2,53,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1616,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,1,12,0,4,13,3,0,,,-5,,,,0,,,,,,0,0,2,0,,0,,0,,,2,45,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1617,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,1,12,0,4,13,3,0,,,-5,,,,0,,,,,,1,0,3,0,,0,,0,,,3,31,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1618,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,1,12,2,4,14,3,4,,,-5,,,,0,,,,,,4,0,2,1,,,,,,,2,32,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
1619,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,1,12,2,4,14,3,5,,,-5,,,,0,,,,,,6,0,2,1,,,,,,,2,38,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
1620,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,1,12,4,4,14,3,12,,,-5,,,,0,,,,,,15,0,2,1,,,,,,,2,48,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
1621,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,1,12,3,4,14,3,11,,,-5,,,,0,,,,,,15,0,2,1,,,,,,,2,45,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
1622,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,1,12,1,4,14,3,4,,,-5,,,,0,,,,,,5,0,2,1,,,,,,,2,49,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
1623,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,1,12,2,4,14,3,6,,,-5,,,,0,,,,,,6,0,2,1,,,,,,,2,45,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
1624,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,1,2,2,4,14,3,8,,,-5,,,,0,,,,,,11,0,2,1,,,,,,,2,51,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
1625,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,1,2,2,4,14,3,7,,,-5,,,,0,,,,,,10,0,2,1,,,,,,,2,48,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
1626,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,4,14,1,6,15,2,1,8,18,2,2,,,-9,,,,,,2,0,2,1,,1,,0,,,2,33,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1627,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,4,14,1,6,15,2,2,8,18,2,3,,,-9,,,,,,4,0,3,1,3,1,,0,,,3,26,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1628,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,4,14,3,6,15,2,4,8,18,2,7,,,-9,,,,,,9,0,3,0,3,1,,0,,,3,26,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1629,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,4,14,2,6,15,2,4,8,18,2,7,,,-9,,,,,,9,0,2,0,3,1,,0,,,3,30,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1630,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,4,14,1,6,15,2,1,8,18,2,2,,,-9,,,,,,2,0,2,0,2,1,,0,,,2,32,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1631,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,4,14,0,6,15,2,1,8,18,2,2,,,-9,,,,,,2,0,2,0,3,1,,0,,,2,35,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1632,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,4,14,1,6,15,2,2,8,18,2,3,,,-9,,,,,,4,0,2,0,3,1,,0,,,2,33,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1633,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,4,14,1,6,15,2,1,8,18,2,2,,,-9,,,,,,3,0,2,0,3,1,,0,,,2,34,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1634,P.D. Coley & T.A. Kursar,Manaus,2005,,M14,14,,,9,11,3,12,8,3,5,14,13,2,9,,,-15,,,,,,10,0,4,0,3,1,,0,,,3,25,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 14}"
1635,P.D. Coley & T.A. Kursar,Manaus,2005,,M14,14,,,9,11,3,12,8,3,6,14,13,2,8,,,-15,,,,,,10,0,3,1,7,1,,0,,,5,15,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 14}"
1636,P.D. Coley & T.A. Kursar,Manaus,2005,,M14,14,,,9,11,1,12,8,3,3,14,13,2,4,16,17,2,5,,,,,6,0,3,0,4,1,,1,,,4,21,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 14}"
1637,P.D. Coley & T.A. Kursar,Manaus,2005,,M14,14,,,9,11,1,12,8,3,1,14,13,2,2,16,17,2,3,,,,,5,0,3,0,5,0,6,1,,,5,16,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 14}"
1638,P.D. Coley & T.A. Kursar,Manaus,2005,,M14,14,,,9,11,1,12,8,3,2,14,13,2,3,16,17,2,5,,,,,10,0,3,0,3,0,5,1,,,4,21,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 14}"
1639,P.D. Coley & T.A. Kursar,Manaus,2005,,M14,14,,,9,11,1,12,8,3,2,14,13,2,2,16,17,2,4,,,,,10,0,3,0,4,0,4,0,,,3,22,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 14}"
1640,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,21,,,25,12,2,28,14,3,4,,,-29,,,,0,,,,,,5,0,,1,,,,,,,,,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 21}"
1641,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,21,,,25,12,2,28,14,3,6,,,-29,,,,0,,,,,,7,0,2,1,,,,,,,2,33,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 21}"
1642,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,21,,,25,12,2,28,14,3,6,,,-29,,,,0,,,,,,9,0,2,1,,,,,,,2,36,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 21}"
1643,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,21,,,25,12,1,28,14,3,2,,,-29,,,,0,,,,,,3,0,3,1,,,,,,,3,29,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 21}"
1644,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,21,,,25,12,2,28,14,3,4,,,-29,,,,0,,,,,,5,0,2,1,,,,,,,2,32,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 21}"
1645,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,21,,,25,12,2,28,14,3,5,,,-29,,,,0,,,,,,7,0,2,1,,,,,,,2,34,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 21}"
1646,P.D. Coley & T.A. Kursar,Manaus,2005,,M16,16,,,28,14,1,32,12,4,1,35,14,3,2,37,15,2,3,40,12,3,4,5,0,5,0,4,0,5,1,0,1,5,16,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 16}"
1647,P.D. Coley & T.A. Kursar,Manaus,2005,,M16,16,,,28,14,1,32,12,4,2,35,14,3,3,37,15,2,4,40,12,3,6,9,0,4,0,4,0,5,0,5,1,4,18,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 16}"
1648,P.D. Coley & T.A. Kursar,Manaus,2005,,M16,16,,,28,14,1,32,12,4,2,35,14,3,3,37,15,2,4,40,12,3,6,10,0,4,0,4,0,5,0,4,1,4,18,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 16}"
1649,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,21,,,1,12,0,4,14,3,1,,,-5,,,,0,,,,,,2,0,2,1,,,,,,,2,41,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 21}"
1650,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,21,,,1,12,0,4,14,3,1,,,-5,,,,0,,,,,,3,0,2,0,,,,,,,2,38,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 21}"
1651,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,21,,,1,12,1,4,14,3,2,,,-5,,,,0,,,,,,3,0,2,1,,,,,,,2,50,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 21}"
1652,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,21,,,1,12,1,4,14,3,2,,,-5,,,,0,,,,,,4,0,2,1,,,,,,,2,51,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 21}"
1653,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,21,,,1,12,1,4,14,3,2,,,-5,,,,0,,,,,,4,0,2,1,,,,,,,2,53,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 21}"
1654,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,21,,,1,12,1,4,14,3,2,,,-5,,,,0,,,,,,5,0,2,0,,,,,,,2,43,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 21}"
1655,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,22,,,25,13,1,28,14,3,3,,,-29,,,,0,,,,,,5,0,2,1,,,,,,,2,45,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 22}"
1656,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,22,,,25,13,3,28,14,3,11,,,-29,,,,0,,,,,,14,0,2,1,,,,,,,2,50,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 22}"
1657,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,22,,,25,13,1,28,14,3,4,,,-29,,,,0,,,,,,5,0,2,1,,,,,,,2,52,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 22}"
1658,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,22,,,25,13,1,28,14,3,4,,,-29,,,,0,,,,,,14,0,2,0,,,,,,,2,54,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 22}"
1659,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,22,,,25,13,2,28,14,3,8,,,-29,,,,0,,,,,,9,0,2,1,,,,,,,2,44,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 22}"
1660,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,22,,,25,13,5,28,14,3,16,,,-29,,,,0,,,,,,18,0,2,1,,,,,,,2,51,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 22}"
1661,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,25,13,1,28,14,3,1,32,12,4,2,,,,,,,,,2,0,4,1,,1,,,,,4,20,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1662,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,25,13,1,28,14,3,1,32,12,4,2,,,,,,,,,2,0,4,1,,1,,,,,4,19,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1663,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,25,13,1,28,14,3,1,32,12,4,3,,,,,,,,,4,0,4,0,3,1,,,,,3,23,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1664,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,25,13,1,28,14,3,1,32,12,4,4,,,,,,,,,3,0,3,0,,1,,,,,3,23,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1665,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,25,13,1,28,14,3,2,32,12,4,4,33,12,1,5,,,,,6,0,3,0,3,1,5,1,,,4,20,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1666,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,25,13,1,28,14,3,2,32,12,4,4,33,12,1,5,,,,,5,0,3,0,3,1,5,1,,,4,21,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1667,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,25,13,0,28,15,3,1,32,13,4,1,,,,,,,,,1,0,2,1,,1,,,,,2,32,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1668,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,25,13,0,28,15,3,0,32,13,4,1,,,,,,,,,1,0,2,1,,1,,,,,2,53,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1669,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,25,13,0,28,15,3,0,32,13,4,0,,,,,,,,,0,0,3,1,,1,,,,,3,27,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1670,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,25,13,0,28,15,3,0,32,13,4,0,,,,,,,,,0,0,9,0,3,1,,,,,6,12,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1671,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,1,13,0,4,14,3,0,6,15,2,0,,,,,,,,,0,0,3,1,3,1,,,,,3,27,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1672,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,1,13,0,4,14,3,0,6,15,2,0,,,,,,,,,0,0,6,1,3,1,,,,,4,17,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1673,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,1,13,0,4,14,3,0,6,15,2,0,,,,,,,,,0,0,3,1,2,1,,,,,2,34,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1674,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,1,13,0,4,14,3,0,6,15,2,0,,,,,,,,,0,0,2,0,2,1,,,,,2,45,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1675,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,1,13,2,4,15,3,3,,,,,,,,,,,,,9,0,3,0,,,,,,,3,23,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1676,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,1,13,2,4,15,3,4,,,,,,,,,,,,,12,0,4,0,,,,,,,4,20,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1677,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,1,13,2,4,15,3,5,,,,,,,,,,,,,15,0,3,0,,,,,,,3,25,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1678,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,1,13,3,4,15,3,5,,,,,,,,,,,,,17,0,3,0,,,,,,,3,23,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1679,P.D. Coley & T.A. Kursar,Manaus,2005,,M34,34,,,11,13,0,15,15,4,1,16,16,1,1,18,8,2,1,,,,,4,0,4,0,4,0,,0,,,4,20,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 34}"
1680,P.D. Coley & T.A. Kursar,Manaus,2005,,M34,34,,,11,13,1,15,15,4,3,16,16,1,4,18,8,2,6,,,,,16,0,4,0,4,0,3,0,,,3,22,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 34}"
1681,P.D. Coley & T.A. Kursar,Manaus,2005,,M34,34,,,11,13,1,15,15,4,2,16,16,1,3,,,,,,,,,5,0,3,0,3,1,,,,,3,24,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 34}"
1682,P.D. Coley & T.A. Kursar,Manaus,2005,,M34,34,,,11,13,1,15,15,4,3,16,16,1,3,,,,,,,,,8,0,4,0,4,0,,,,,4,21,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 34}"
1683,P.D. Coley & T.A. Kursar,Manaus,2005,,M34,34,,,11,13,2,15,15,4,4,16,16,1,5,,,,,,,,,10,0,3,0,3,1,,,,,3,22,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 34}"
1684,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,12,9,2,14,14,2,3,,,,,,,,,,,,,5,0,4,1,,,,,,,4,20,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1685,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,12,9,3,14,14,2,5,,,,,,,,,,,,,8,0,3,1,,,,,,,3,26,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1686,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,12,9,4,14,14,2,5,,,,,,,,,,,,,8,0,4,1,,,,,,,4,21,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1687,P.D. Coley & T.A. Kursar,Manaus,2005,,M25,25,,,4,15,1,6,16,2,2,7,15,1,2,8,17,1,3,10,13,2,5,8,0,2,0,2,0,5,0,2,1,3,28,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 25}"
1688,P.D. Coley & T.A. Kursar,Manaus,2005,,M25,25,,,4,15,1,6,16,2,2,7,15,1,2,8,17,1,3,10,13,2,6,12,0,2,0,3,0,3,0,2,0,2,33,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 25}"
1689,P.D. Coley & T.A. Kursar,Manaus,2005,,M25,25,,,4,15,1,6,16,2,2,7,15,1,3,8,17,1,3,10,13,2,6,13,0,2,0,2,0,4,0,2,0,3,32,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 25}"
1690,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,4,16,2,6,17,2,3,8,15,2,4,10,13,2,5,,,,,7,0,3,0,5,0,6,1,,,5,15,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
1691,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,4,16,2,6,17,2,4,8,15,2,5,10,13,2,8,,,,,12,0,3,0,5,0,5,1,,,4,18,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
1692,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,4,16,3,6,17,2,5,8,15,2,7,10,13,2,10,,,,,21,0,3,0,4,0,5,1,,,4,18,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
1693,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,4,16,1,6,17,2,1,8,15,2,2,10,13,2,3,,,,,4,0,4,0,3,0,5,1,,,4,18,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
1694,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,4,16,1,6,17,2,2,8,15,2,3,10,13,2,4,,,,,7,0,3,0,4,0,4,1,,,3,22,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
1695,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,4,16,1,6,17,2,2,8,15,2,4,10,13,2,6,,,,,13,0,,0,3,0,4,0,,,4,21,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
1696,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,19,,,1,13,1,4,15,3,2,6,15,2,3,,,-7,,,,,,5,0,3,0,3,1,,,,,3,25,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 19}"
1697,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,19,,,1,13,1,4,15,3,1,6,15,2,2,,,-7,,,,,,5,0,3,0,3,0,,,,,3,26,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 19}"
1698,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,19,,,1,13,1,4,15,3,2,6,15,2,4,,,-7,,,,,,8,0,2,0,3,0,,,,,3,30,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 19}"
1699,P.D. Coley & T.A. Kursar,Manaus,2005,,M24,24,,,25,13,0,28,16,3,1,32,13,4,1,,,-33,,,,,,2,0,5,0,4,1,,,,,5,17,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 24}"
1700,P.D. Coley & T.A. Kursar,Manaus,2005,,M24,24,,,25,13,0,28,16,3,1,32,13,4,1,,,-33,,,,,,2,0,3,0,4,1,,,,,3,23,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 24}"
1701,P.D. Coley & T.A. Kursar,Manaus,2005,,M24,24,,,25,13,0,28,16,3,1,32,13,4,2,,,,,,,,,3,0,4,0,4,1,,,,,4,21,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 24}"
1702,P.D. Coley & T.A. Kursar,Manaus,2005,,M24,24,,,25,13,0,28,16,3,1,32,13,4,1,35,15,3,2,,,,,3,0,4,0,4,0,5,1,,,4,17,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 24}"
1703,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,25,14,2,28,17,3,5,,,,,,,,,,,,,6,0,2,1,,,,,,,2,47,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
1704,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,25,14,1,28,17,3,5,,,,,,,,,,,,,6,0,2,1,,,,,,,2,45,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
1705,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,25,14,3,28,17,3,9,,,,,,,,,,,,,13,0,2,1,,,,,,,2,46,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
